loan_id,loan_default
9797,1
9798,0
9799,0
9800,1
9801,0
9802,0
9803,0
9804,1
9805,0
9806,0
9807,0
9808,0
9809,0
9810,0
9811,0
9812,0
9813,0
9814,0
9815,1
9816,0
9817,0
9818,0
9819,0
9820,0
9821,0
9822,0
9823,0
9824,0
9825,0
9826,0
9827,0
9828,0
9829,0
9830,1
9831,1
9832,0
9833,0
9834,0
9835,0
9836,0
9837,0
9838,0
9839,1
9840,0
9841,1
9842,1
9843,0
9844,0
9845,1
9846,0
9847,0
9848,0
9849,0
9850,1
9851,1
9852,0
9853,0
9854,0
9855,1
9856,1
9857,0
9858,0
9859,0
9860,0
9861,1
9862,0
9863,0
9864,0
9865,0
9866,0
9867,0
9868,0
9869,0
9870,0
9871,1
9872,0
9873,0
9874,0
9875,0
9876,0
9877,0
9878,0
9879,0
9880,0
9881,0
9882,0
9883,0
9884,0
9885,0
9886,0
9887,0
9888,0
9889,0
9890,0
9891,0
9892,0
9893,0
9894,0
9895,1
9896,0
9897,0
9898,0
9899,1
9900,0
9901,0
9902,0
9903,0
9904,0
9905,0
9906,0
9907,0
9908,1
9909,1
9910,0
9911,0
9912,0
9913,0
9914,0
9915,0
9916,0
9917,1
9918,0
9919,0
9920,0
9921,0
9922,0
9923,0
9924,1
9925,0
9926,0
9927,0
9928,1
9929,0
9930,1
9931,0
9932,1
9933,0
9934,0
9935,0
9936,0
9937,1
9938,0
9939,0
9940,0
9941,0
9942,0
9943,1
9944,0
9945,0
9946,0
9947,0
9948,1
9949,0
9950,0
9951,0
9952,0
9953,1
9954,1
9955,0
9956,0
9957,1
9958,0
9959,0
9960,0
9961,1
9962,0
9963,0
9964,0
9965,0
9966,0
9967,0
9968,0
9969,1
9970,0
9971,0
9972,0
9973,0
9974,0
9975,0
9976,0
9977,0
9978,0
9979,0
9980,0
9981,0
9982,0
9983,1
9984,0
9985,0
9986,0
9987,0
9988,1
9989,1
9990,0
9991,0
9992,0
9993,1
9994,0
9995,1
9996,0
9997,0
9998,0
9999,0
10000,0
